,date,line,tweet,stop,restart,tweet_preprocess
58,2017-11-23 00:56:56-05:00,stm_Bleue,Arrêt prolongé ligne BLEUE entre Snowdon et St-Michel. Incident. Durée indéterminée.  #stminfo  V,1,0,arrêt prolongé ligne entre snowdon st-michel incident durée indéterminée
59,2017-11-23 01:08:57-05:00,stm_Bleue,Arrêt ligne BLEUE entre Snowdon et St-Michel. Incident. Durée indéterminée.  #stminfo  G,1,0,arrêt ligne entre snowdon st-michel incident durée indéterminée
60,2017-11-23 01:23:38-05:00,stm_Bleue,Service normal du métro  #stminfo  D,0,1,service normal métro
61,2017-11-27 12:07:57-05:00,stm_Orange,"Dans la situation actuelle (intrusion en tunnel), nous ne pouvons pas reprendre le service tant que la personne non-autorisée n'a été retrouvée et évacuée, et ce pour des raisons de sécurité évidentes. Nous sommes bien sûr désolés des désagréments. Merci! (2/2)",0,0,dans situation actuelle intrusion tunnel nous pouvons reprendre service tant personne non-autorisée retrouvée évacuée pour raisons sécurité évidentes nous sommes bien désolés désagréments merci
62,2017-11-28 06:51:22-05:00,stm_Orange,Service normal du métro  #stminfo  O,0,1,service normal métro
63,2017-11-29 09:34:36-05:00,stm_Verte,Arrêt ligne VERTE entre Atwater et Berri-UQAM. Personne blessée ou malade. Reprise prévue vers 9h52.  #stminfo  I 1 3,1,0,arrêt ligne entre atwater berri-uqam personne blessée malade reprise prévue vers
64,2017-11-29 09:36:33-05:00,stm_Verte,Arrêt ligne VERTE entre Atwater et Berri-UQAM. Personne blessée ou malade. Reprise prévue vers 9h50.  #stminfo  I 3 1,1,0,arrêt ligne entre atwater berri-uqam personne blessée malade reprise prévue vers
65,2017-11-29 09:42:13-05:00,stm_Verte,N’oubliez pas la ligne Orange comme moyen alternatif pour vous déplacer dans le centre-ville  http://ow.ly/tPsX6 http://   #stminfo 1,0,0,n’oubliez ligne orange comme moyen alternatif pour vous déplacer dans centre-ville
66,2017-11-29 09:52:33-05:00,stm_Verte,Reprise graduelle du service sur la ligne VERTE.  #stminfo  E,1,0,reprise graduelle service ligne
67,2017-11-29 09:56:43-05:00,stm_Bleue,Arrêt ligne BLEUE entre Snowdon et St-Michel. Personne non autorisée sur la voie. Reprise prévue vers 10h19.  #stminfo  L 1,1,0,arrêt ligne entre snowdon st-michel personne autorisée voie reprise prévue vers
68,2017-11-29 10:00:53-05:00,stm_Bleue,Arrêt ligne BLEUE entre Snowdon et St-Michel. Personne non autorisée sur la voie. Reprise prévue vers 10h20.  #stminfo  J 2,1,0,arrêt ligne entre snowdon st-michel personne autorisée voie reprise prévue vers
69,2017-11-29 10:01:03-05:00,stm_Bleue,Interruption en cours : vous pouvez recalculer votre itinéraire en décochant l’option métro :  http://ow.ly/DFXaI http://   #stminfo,1,0,interruption cours vous pouvez recalculer votre itinéraire décochant l’option métro
70,2017-11-29 10:16:53-05:00,stm_Bleue,Service normal du métro sur la ligne BLEUE.  #stminfo  T 1,0,1,service normal métro ligne
71,2017-11-29 10:16:54-05:00,stm_Verte,Service normal du métro  #stminfo  H,0,1,service normal métro
72,2017-11-30 14:46:14-05:00,stm_Bleue,Arrêt ligne BLEUE entre Snowdon et St-Michel. Dégagement de fumée. Reprise prévue vers 15h04.  #stminfo  P 3,1,0,arrêt ligne entre snowdon st-michel dégagement fumée reprise prévue vers
73,2017-11-30 14:50:17-05:00,stm_Bleue,"Interruption en cours : pour d’autres options pour vos déplacements, vous pouvez utiliser le calculateur d’itinéraires (en décochant l’option métro) :  http://ow.ly/DFXaI http://   #stminfo",1,0,interruption cours pour d’autres options pour déplacements vous pouvez utiliser calculateur d’itinéraires décochant l’option métro
74,2017-11-30 15:00:31-05:00,stm_Bleue,Vous pouvez aussi utiliser la ligne bus 51-Édouard-Montpetit + la ligne Orange pour vos déplacements entre les stations Snowdon et Jean-Talon - pour horaires bus :  http://ow.ly/pTJH30gVACN http://    #stminfo 1,0,0,vous pouvez aussi utiliser ligne 51-édouard-montpetit ligne orange pour déplacements entre stations snowdon jean-talon pour horaires
75,2017-11-30 15:06:22-05:00,stm_Bleue,Arrêt ligne BLEUE entre Snowdon et St-Michel. Dégagement de fumée. Reprise prévue vers 15h20.  #stminfo  Y,1,0,arrêt ligne entre snowdon st-michel dégagement fumée reprise prévue vers
76,2017-11-30 15:09:02-05:00,stm_Bleue,"Pour vous déplacer entre les stations Jean-Talon et Saint-Michel, vous pouvez utiliser les lignes bus 99-Villeray, 93-Jean-Talon ou 95 Bélanger – Pour horaires bus :  http://ow.ly/Xsfp30gVBLe http://   #stminfo",0,0,pour vous déplacer entre stations jean-talon saint-michel vous pouvez utiliser lignes 99-villeray 93-jean-talon bélanger pour horaires
77,2017-11-30 15:14:22-05:00,stm_Bleue,Service normal du métro  #stminfo  D 1,0,1,service normal métro
78,2017-12-04 07:01:07-05:00,stm_Verte,[Station Honoré-Beaugrand] Fin des travaux de voirie : réouverture de la boucle d’autobus Nord dès aujourd'hui  #stminfo 1 4,0,0,station honoré-beaugrand travaux voirie réouverture boucle d’autobus nord aujourd'hui
79,2017-12-04 08:44:04-05:00,stm_Orange,Arrêt ligne ORANGE entre Côte-Vertu et L-Groulx. Dégagement de fumée. Reprise prévue vers 9h25.  #stminfo  G 2 10 5,1,0,arrêt ligne entre côte-vertu l-groulx dégagement fumée reprise prévue vers
80,2017-12-04 08:51:49-05:00,stm_Orange,Interruption en cours : vous pouvez recalculer votre itinéraire en décochant l’option métro :  http://ow.ly/DFXaI http://   #stminfo 2 3 1,1,0,interruption cours vous pouvez recalculer votre itinéraire décochant l’option métro
81,2017-12-04 08:52:04-05:00,stm_Orange,Service disrupted at this time: get new travel directions by unticking métro box:  http://bit.ly/18VVvwT http://    #stminfo 4 1,0,0,service disrupted time travel directions unticking métro
82,2017-12-04 09:10:14-05:00,stm_Bleue,Arrêt ligne BLEUE entre Snowdon et Parc. Dégagement de fumée. Reprise prévue vers 9h25.  #stminfo  F 2 1,1,0,arrêt ligne entre snowdon parc dégagement fumée reprise prévue vers
83,2017-12-04 09:14:29-05:00,stm_Bleue,Service normal du métro sur la ligne BLEUE.  #stminfo  F 3,0,1,service normal métro ligne
84,2017-12-04 09:17:35-05:00,stm_Orange,Achalandage plus important entre Lionel-Groulx et Montmorency en raison de l'interruption de service de ce matin. Prévoir des délais.  #stminfo 2 1 1,1,0,achalandage plus important entre lionel-groulx montncy raison l'interruption service matin prévoir délais
85,2017-12-04 09:28:12-05:00,stm_Orange,Arrêt prolongé ligne ORANGE entre Côte-Vertu et L-Groulx. Dégagement de fumée. Reprise prévue vers 9h45.  #stminfo  F 3 6 1,1,0,arrêt prolongé ligne entre côte-vertu l-groulx dégagement fumée reprise prévue vers
86,2017-12-04 10:06:44-05:00,stm_Orange,Reprise graduelle du service sur la ligne ORANGE.  #stminfo  P 1 2 1,1,0,reprise graduelle service ligne
87,2017-12-04 11:33:14-05:00,stm_Orange,Service normal du métro  #stminfo  G 1,0,1,service normal métro
88,2017-12-05 10:02:12-05:00,stm_Bleue,Arrêt ligne BLEUE entre Snowdon et St-Michel. Panne d'électricité. Reprise prévue vers 10h28.  #stminfo  R 6 1,1,0,arrêt ligne entre snowdon st-michel panne d'électricité reprise prévue vers
89,2017-12-05 10:04:20-05:00,stm_Bleue,Arrêt ligne BLEUE entre Snowdon et St-Michel. Panne d'électricité. Reprise prévue vers 10h30.  #stminfo  J 1,1,0,arrêt ligne entre snowdon st-michel panne d'électricité reprise prévue vers
90,2017-12-05 10:08:19-05:00,stm_Bleue,Service normal du métro  #stminfo  Y 1,0,1,service normal métro
91,2017-12-08 21:24:11-05:00,stm_Verte,Service normal du métro  #stminfo  B,0,1,service normal métro
92,2017-12-09 17:32:13-05:00,stm_Orange,Arrêt ligne ORANGE entre Côte-Vertu et Montmorency. Personne non autorisée sur la voie. Reprise prévue vers 17h55.  #stminfo  L 2,1,0,arrêt ligne entre côte-vertu montncy personne autorisée voie reprise prévue vers
93,2017-12-09 17:40:10-05:00,stm_Orange,Arrêt prolongé ligne ORANGE entre Sherbrooke et Montmorency. Personne non autorisée sur la voie. Reprise prévue vers 17h55.  #stminfo  W,1,0,arrêt prolongé ligne entre sherbrooke montncy personne autorisée voie reprise prévue vers
94,2017-12-09 17:51:44-05:00,stm_Orange,Vous pouvez utiliser le calculateur d’itinéraires en décochant l’option «utilisation du métro»  http://ow.ly/DFXaI http://   #stminfo,1,0,vous pouvez utiliser calculateur d’itinéraires décochant l’option «utilisation métro»
95,2017-12-09 18:00:13-05:00,stm_Orange,Arrêt prolongé ligne ORANGE entre Côte-Vertu et Montmorency. Personne non autorisée sur la voie. Reprise prévue vers 18h05.  #stminfo  V 6,1,0,arrêt prolongé ligne entre côte-vertu montncy personne autorisée voie reprise prévue vers
96,2017-12-09 18:07:32-05:00,stm_Orange,En ce moment on prévoit une reprise à 18:15.  #stminfo 1,1,0,moment prévoit reprise 1815
97,2017-12-09 18:16:21-05:00,stm_Orange,Arrêt prolongé ligne ORANGE entre Côte-Vertu et Montmorency. Personne non autorisée sur la voie. Reprise prévue vers 18h10.  #stminfo  U 2 1,1,0,arrêt prolongé ligne entre côte-vertu montncy personne autorisée voie reprise prévue vers
98,2017-12-09 18:20:36-05:00,stm_Orange,Service normal du métro  #stminfo  D 1,0,1,service normal métro
99,2017-12-10 16:29:58-05:00,stm_Orange,Arrêt ligne ORANGE entre Côte-Vertu et L-Groulx. Personne non autorisée sur la voie. Reprise prévue vers 16h55.  #stminfo  T 4 2 1,1,0,arrêt ligne entre côte-vertu l-groulx personne autorisée voie reprise prévue vers
100,2017-12-10 16:34:33-05:00,stm_Orange,Service normal du métro  #stminfo  E,0,1,service normal métro
101,2017-12-12 00:40:15-05:00,stm_Verte,Arrêt ligne VERTE entre Angrignon et H-Beaugrand. Personne non autorisée sur la voie. Reprise prévue vers 1h01.  #stminfo  G,1,0,arrêt ligne entre angrignon h-beaugrand personne autorisée voie reprise prévue vers
102,2017-12-12 00:52:50-05:00,stm_Verte,Service normal du métro  #stminfo  J,0,1,service normal métro
103,2018-01-01 17:07:29-05:00,stm_Verte,Aucun arrêt des trains à la station Beaudry.  #stminfo  M 1,0,0,aucun arrêt trains station beaudry
104,2018-01-01 17:32:46-05:00,stm_Verte,Aucun train n’arrête à la station Beaudry en direction Honoré-Beaugrand en raison d’une intervention des services d’urgence. Le service en direction Angrignon est maintenu.  #stminfo 1,0,0,aucun train n’arrête station beaudry direction honoré-beaugrand raison d’une intervention services d’urgence service direction angrignon maintenu
105,2018-01-01 17:35:27-05:00,stm_Verte,Arrêt ligne VERTE entre Angrignon et H-Beaugrand. Inter. services d'urgence. Reprise prévue vers 17h45.  #stminfo  A 1,1,0,arrêt ligne entre angrignon h-beaugrand inter services d'urgence reprise prévue vers
106,2018-01-01 17:43:43-05:00,stm_Verte,Service normal du métro  #stminfo  G 2 2,0,1,service normal métro
107,2018-01-01 18:07:33-05:00,stm_Orange,Arrêt ligne ORANGE entre Côte-Vertu et Montmorency. Personne non autorisée sur la voie. Reprise prévue vers 18h31.  #stminfo  W 1 1,1,0,arrêt ligne entre côte-vertu montncy personne autorisée voie reprise prévue vers
108,2018-01-01 18:09:42-05:00,stm_Orange,Arrêt ligne ORANGE entre Côte-Vertu et Montmorency. Personne non autorisée sur la voie. Reprise prévue vers 18h30.  #stminfo  X 1 2,1,0,arrêt ligne entre côte-vertu montncy personne autorisée voie reprise prévue vers
109,2018-01-01 18:19:39-05:00,stm_Orange,Reprise graduelle du service sur la ligne ORANGE.  #stminfo  W 1,1,0,reprise graduelle service ligne
110,2018-01-01 18:22:15-05:00,stm_Orange,Reprise graduelle du service sur la ligne ORANGE.  #stminfo  B 1 1,1,0,reprise graduelle service ligne
111,2018-01-01 18:23:23-05:00,stm_Orange,Service normal du métro  #stminfo  U,0,1,service normal métro
112,2018-01-07 06:18:35-05:00,stm_Verte,Arrêt ligne VERTE entre Angrignon et H-Beaugrand. Personne non autorisée sur la voie. Reprise prévue vers 6h40.  #stminfo  B,1,0,arrêt ligne entre angrignon h-beaugrand personne autorisée voie reprise prévue vers
113,2018-01-07 06:29:55-05:00,stm_Verte,Service normal du métro  #stminfo  P 2,0,1,service normal métro
114,2018-01-07 15:18:32-05:00,stm_Verte,Arrêt ligne VERTE entre Angrignon et H-Beaugrand. Personne non autorisée sur la voie. Reprise prévue vers 15h35.  #stminfo  B 1 2,1,0,arrêt ligne entre angrignon h-beaugrand personne autorisée voie reprise prévue vers
115,2018-01-07 15:18:50-05:00,stm_Orange,Arrêt ligne ORANGE entre Côte-Vertu et Montmorency. Personne non autorisée sur la voie. Reprise prévue vers 15h35.  #stminfo  M 1 3,1,0,arrêt ligne entre côte-vertu montncy personne autorisée voie reprise prévue vers
116,2018-01-07 15:20:41-05:00,stm_Verte,Arrêt ligne VERTE entre Angrignon et H-Beaugrand. Personne non autorisée sur la voie. Reprise prévue vers 15h35.  #stminfo  U 6,1,0,arrêt ligne entre angrignon h-beaugrand personne autorisée voie reprise prévue vers
117,2018-01-07 15:21:09-05:00,stm_Orange,Arrêt ligne ORANGE entre Côte-Vertu et Montmorency. Personne non autorisée sur la voie. Reprise prévue vers 15h35.  #stminfo  P 1 10 1,1,0,arrêt ligne entre côte-vertu montncy personne autorisée voie reprise prévue vers
118,2018-01-07 15:21:29-05:00,stm_Jaune,Arrêt ligne JAUNE entre Longueuil et Berri-UQAM. Personne non autorisée sur la voie. Reprise prévue vers 15h35.  #stminfo  Y 3,1,0,arrêt ligne entre longueuil berri-uqam personne autorisée voie reprise prévue vers
119,2018-01-07 15:44:40-05:00,stm_Verte,Service normal du métro sur la ligne VERTE.  #stminfo  Q 1,0,1,service normal métro ligne
120,2018-01-07 15:45:01-05:00,stm_Orange,Service normal du métro sur la ligne ORANGE.  #stminfo  O 2,0,1,service normal métro ligne
121,2018-01-07 15:45:19-05:00,stm_Jaune,Service normal du métro  #stminfo  A 1,0,1,service normal métro
122,2018-01-11 16:41:17-05:00,stm_Verte,"Bonjour, une panne de train cause actuellement un ralentissement de service. 1",0,0,bonjour panne train cause actuellement ralentissement service
123,2018-01-13 12:42:25-05:00,stm_Verte,Arrêt ligne VERTE entre Angrignon et H-Beaugrand. Inter. services médicaux d'urgence. Reprise prévue vers 13h36.  #stminfo  J 2,1,0,arrêt ligne entre angrignon h-beaugrand inter services médicaux d'urgence reprise prévue vers
124,2018-01-13 12:45:01-05:00,stm_Verte,Interruption en cours : la ligne orange est la meilleure option pour circuler au centre-ville.  #stminfo 1 2 2,1,0,interruption cours ligne orange meilleure option pour circuler centre-ville
125,2018-01-13 12:54:33-05:00,stm_Verte,Arrêt ligne VERTE entre L-Groulx et Berri-UQAM. Inter. services médicaux d'urgence. Reprise prévue vers 13h36.  #stminfo  T 7 1,1,0,arrêt ligne entre l-groulx berri-uqam inter services médicaux d'urgence reprise prévue vers
126,2018-01-13 13:36:27-05:00,stm_Verte,Arrêt prolongé ligne VERTE entre L-Groulx et Berri-UQAM. Inter. services médicaux d'urgence. Reprise prévue vers 13h45.  #stminfo  J 1 3,1,0,arrêt prolongé ligne entre l-groulx berri-uqam inter services médicaux d'urgence reprise prévue vers
127,2018-01-13 13:54:57-05:00,stm_Verte,Arrêt prolongé ligne VERTE entre L-Groulx et Berri-UQAM. Inter. services médicaux d'urgence. Reprise prévue vers 14h05.  #stminfo  E 1,1,0,arrêt prolongé ligne entre l-groulx berri-uqam inter services médicaux d'urgence reprise prévue vers
